id,s_time,e_time,query,merge_type,length
APJQ8_WHJ70,4.2,11.1,the person puts the blanket into the washing machine.,Different Scene,44.25
APJQ8_WHJ70,4.2,11.1,a person puts a blanket into a washer.,Different Scene,44.25
APJQ8_WHJ70,19.67,29.27,person a towel opens a cabinet.,Different Scene,44.25
APJQ8_WHJ70,19.67,29.27,a person is opening a cabinet.,Different Scene,44.25
KQYR0_COM6M,6.9,11.9,person puts them on a table.,Different Scene,47.59
KQYR0_COM6M,19.5,25.0,person take the clothes.,Different Scene,47.59
KQYR0_COM6M,17.0,23.4,person picks up a book puts it on a desk.,Different Scene,47.59
KQYR0_COM6M,39.18,46.88,person closed the refrigerator.,Different Scene,47.59
KQYR0_COM6M,39.18,46.88,person closing the refrigerator.,Different Scene,47.59
9207X,9.5,16.0,person opening the cabinet.,UnMerged,20.88
STG2D,0.0,5.5,a person opens a cabinet door.,UnMerged,14.67
FJIMX_R2KI4_NNZON,0.6,11.2,a person is smiling.,Different Scene,80.54
FJIMX_R2KI4_NNZON,4.9,14.7,person laughing in front of a mirror.,Different Scene,80.54
FJIMX_R2KI4_NNZON,28.2,31.0,person putting clothes in a box in a bedroom.,Different Scene,80.54
FJIMX_R2KI4_NNZON,50.52,63.72,person watches something on their laptop.,Different Scene,80.54
FJIMX_R2KI4_NNZON,50.52,55.72,person put down their camera.,Different Scene,80.54
FJIMX_R2KI4_NNZON,51.82,64.12,person drinking from a glass of water.,Different Scene,80.54
FJIMX_R2KI4_NNZON,62.83,71.13,person b sit down on the couch.,Different Scene,80.54
X2LBW_1AA6Z,0.0,9.8,person b are dressing.,Different Scene,88.25
X2LBW_1AA6Z,40.6,47.6,person they put the pillow on a chair.,Different Scene,88.25
X2LBW_1AA6Z,49.1,59.9,person grab pillows to sit on at a table.,Different Scene,88.25
X2LBW_1AA6Z,68.08,75.78,a person is undressing in their recreation room.,Different Scene,88.25
X2LBW_1AA6Z,81.98,87.38,person eats some food.,Different Scene,88.25
RSRZ0,19.4,28.0,the first person opens the window.,UnMerged,32.08
RSRZ0,0.0,9.9,a second person is holding a broom.,UnMerged,32.08
RSRZ0,19.4,28.0,person opens the window.,UnMerged,32.08
I8LEO_CGPBZ_1G9R7,9.6,20.5,person sneezing on a doorknob.,Different Scene,98.04
I8LEO_CGPBZ_1G9R7,49.27,65.47,person sit down in a chair.,Different Scene,98.04
I8LEO_CGPBZ_1G9R7,54.97,64.77,person start undressing.,Different Scene,98.04
I8LEO_CGPBZ_1G9R7,50.67,57.97,person takes off her shoes.,Different Scene,98.04
I8LEO_CGPBZ_1G9R7,67.16,77.06,the person pours a drink into a cup.,Different Scene,98.04
P3WQV_BTN7H,29.5,44.2,person they sit on bed.,Different Scene,84.33
P3WQV_BTN7H,29.5,44.2,person sitting in front of a mirror in a bedroom.,Different Scene,84.33
P3WQV_BTN7H,46.48,57.08,person closes their door.,Different Scene,84.33
P3WQV_BTN7H,67.68,73.38,person begin to take selfies with their phone.,Different Scene,84.33
P3WQV_BTN7H,46.48,57.08,person closes the door.,Different Scene,84.33
P3WQV_BTN7H,53.68,71.08,a smiling person begins to undress their clothes.,Different Scene,84.33
P3WQV_BTN7H,46.48,57.08,person after closing the door.,Different Scene,84.33
P3WQV_BTN7H,67.68,73.38,person grasping their phone to take selfies.,Different Scene,84.33
6JKD6,8.8,16.4,a person is standing in the bathroom opening a box.,UnMerged,30.25
6JKD6,4.8,11.2,person putting a mirror into the box.,UnMerged,30.25
6JKD6,11.3,17.5,person takes something out of a box.,UnMerged,30.25
6JKD6,4.8,11.2,person put something back in the box.,UnMerged,30.25
7UGF7,27.8,48.1,person wards they start eating a snack.,UnMerged,48.42
7UGF7,3.8,16.8,a person awakens.,UnMerged,48.42
7UGF7,3.8,16.8,a person is awakening in a office.,UnMerged,48.42
7UGF7,27.8,48.1,person begins to eat food.,UnMerged,48.42
7UGF7,27.8,48.1,person eat a snack.,UnMerged,48.42
7UGF7,13.5,30.6,person drink from a  cup.,UnMerged,48.42
15OH5,23.3,36.5,the person washes the mirror with a towel.,UnMerged,37.46
L9J5I,0.3,11.2,a person is in a bedroom eating by a window.,UnMerged,30.58
L9J5I,0.3,11.2,person they are eating a snack.,UnMerged,30.58
L9J5I,0.3,11.2,a person is sitting on the bed eating some food.,UnMerged,30.58
6ZJAL,11.2,22.4,person sits on the sofa.,UnMerged,33.38
6ZJAL,11.5,16.5,person throws it on the floor.,UnMerged,33.38
6ZJAL,25.3,34.0,person begins to eat it.,UnMerged,33.38
6ZJAL,25.3,34.0,person start to eat some food.,UnMerged,33.38
O9WFN,0.0,6.6,a person is  opening a door.,UnMerged,33.04
O9WFN,8.0,16.3,person pouring coffee into a cup from a thermos.,UnMerged,33.04
O9WFN,0.0,6.6,a person opens the door to their closet.,UnMerged,33.04
CN108,11.0,17.6,person stand up.,UnMerged,33.71
41O3J,21.1,26.8,person sits on the bed.,UnMerged,41.96
41O3J,6.4,12.9,a person undresses.,UnMerged,41.96
41O3J,10.0,19.0,person they put the blanket on the bed.,UnMerged,41.96
56JT8,0.0,5.1,a person is eating food.,UnMerged,22.92
56JT8,0.0,5.1,a person is eating food off a plate.,UnMerged,22.92
SHP4R,0.0,7.5,a person opens the refrigerator.,UnMerged,22.83
SHP4R,5.8,10.7,person takes out some food.,UnMerged,22.83
VTEWM,20.3,29.4,person opens the book.,UnMerged,45.92
VTEWM,1.0,6.8,person sits on the edge of the bed.,UnMerged,45.92
4JSK6,33.2,44.0,person watching television with book.,UnMerged,42.83
75MO8,11.3,25.7,person drinking a glass of water.,UnMerged,29.71
75MO8,0.0,8.9,a person runs into the recreation room.,UnMerged,29.71
75MO8,0.0,8.9,a person runs over to a table.,UnMerged,29.71
J3V1D_DP5S8_T5JY8,19.6,25.6,person takes off their shoes.,Different Scene,92.12
J3V1D_DP5S8_T5JY8,35.7,44.0,person is undressing.,Different Scene,92.12
J3V1D_DP5S8_T5JY8,76.02,84.12,the person takes a drink from a cup of coffee.,Different Scene,92.12
18FTZ_S1PWD_CRNL5,25.0,33.0,person goes into the kitchen to eat something.,Different Scene,91.33
18FTZ_S1PWD_CRNL5,25.0,33.0,a person is eating over a sink.,Different Scene,91.33
18FTZ_S1PWD_CRNL5,31.5,35.3,person they put the picture back on the table.,Different Scene,91.33
18FTZ_S1PWD_CRNL5,31.5,36.0,a person takes a picture from a table.,Different Scene,91.33
18FTZ_S1PWD_CRNL5,81.73,91.53,person putting them on a shelf.,Different Scene,91.33
X8KIS_X75PJ_CM5SK,0.0,6.8,a person walks through a doorway.,Different Scene,81.62
X8KIS_X75PJ_CM5SK,29.83,42.23,a person is running in place.,Different Scene,81.62
X8KIS_X75PJ_CM5SK,54.63,58.83,person finally turning off a light in a hallway.,Different Scene,81.62
X8KIS_X75PJ_CM5SK,29.83,42.23,person running in place.,Different Scene,81.62
X8KIS_X75PJ_CM5SK,32.83,41.53,a person is sneezing.,Different Scene,81.62
X8KIS_X75PJ_CM5SK,54.63,58.83,person turn off the light.,Different Scene,81.62
X8KIS_X75PJ_CM5SK,58.16,63.26,a person opens the refrigerator.,Different Scene,81.62
X8KIS_X75PJ_CM5SK,67.56,75.66,person goes to start reading a book.,Different Scene,81.62
X8KIS_X75PJ_CM5SK,67.56,75.66,person begins reading a book.,Different Scene,81.62
MNS8T_YIV35_47532,0.0,14.2,a person laughs at the food cooking on the stove.,Different Scene,88.96
MNS8T_YIV35_47532,0.0,14.2,a person is cooking on a stove using a pot.,Different Scene,88.96
MNS8T_YIV35_47532,0.0,14.2,a person is cooking some food on a stove.,Different Scene,88.96
MNS8T_YIV35_47532,49.08,56.38,person takes a bite of the sandwich.,Different Scene,88.96
MNS8T_YIV35_47532,29.48,36.18,person opens a book.,Different Scene,88.96
MNS8T_YIV35_47532,45.88,52.08,the person puts the book down sneezes.,Different Scene,88.96
MNS8T_YIV35_47532,48.48,54.48,person starts sneezing.,Different Scene,88.96
MNS8T_YIV35_47532,77.03,83.23,person looking at a picture.,Different Scene,88.96
ZGTP8_DJG7A_WQQ4Q,2.9,10.0,person begin sneezing.,Different Scene,93.96
ZGTP8_DJG7A_WQQ4Q,0.0,4.8,a person sitting in a stairwell opens a box.,Different Scene,93.96
ZGTP8_DJG7A_WQQ4Q,25.07,35.07,person puts some clothes on it.,Different Scene,93.96
ZGTP8_DJG7A_WQQ4Q,69.72,74.72,person take some food out of the refrigerator.,Different Scene,93.96
ZGTP8_DJG7A_WQQ4Q,53.92,65.72,a person washes some dishes in a sink.,Different Scene,93.96
ECMQU_ITJIY_AD9MO,19.8,25.6,person drinks out of a glass.,Different Scene,74.12
ECMQU_ITJIY_AD9MO,0.0,6.5,a smiling person is dressing in their basement.,Different Scene,74.12
ECMQU_ITJIY_AD9MO,0.0,14.0,person putting on clothes.,Different Scene,74.12
ECMQU_ITJIY_AD9MO,38.65,44.05,person they stand up.,Different Scene,74.12
ECMQU_ITJIY_AD9MO,70.99,75.29,person turn off a light.,Different Scene,74.12
ECMQU_ITJIY_AD9MO,70.99,75.29,person off a light.,Different Scene,74.12
ECMQU_ITJIY_AD9MO,49.79,58.49,a person is putting a broom in the pantry.,Different Scene,74.12
ECMQU_ITJIY_AD9MO,48.29,55.59,person holding a broom.,Different Scene,74.12
ECMQU_ITJIY_AD9MO,50.69,57.79,a person is opening a door.,Different Scene,74.12
ECMQU_ITJIY_AD9MO,66.49,73.89,person they close the door.,Different Scene,74.12
B7HDN,15.0,22.0,the person starts laughing as he is eating.,UnMerged,30.58
B7HDN,15.0,27.0,a person eats a sandwich.,UnMerged,30.58
B7HDN,15.0,27.0,person eating a sandwich.,UnMerged,30.58
B7HDN,15.0,27.0,person resumes eating.,UnMerged,30.58
B7HDN,15.0,22.0,person they pause to laugh at something on the screen.,UnMerged,30.58
X9R37_NKTWF_AYMCZ_5IOQB_PXBN0,0.3,5.7,person closing the door they reopen the door.,Different Scene,119.17
X9R37_NKTWF_AYMCZ_5IOQB_PXBN0,4.3,9.4,person to remember to turn off the light.,Different Scene,119.17
X9R37_NKTWF_AYMCZ_5IOQB_PXBN0,0.3,5.7,person closing the door.,Different Scene,119.17
X9R37_NKTWF_AYMCZ_5IOQB_PXBN0,0.3,5.7,person they close the door.,Different Scene,119.17
X9R37_NKTWF_AYMCZ_5IOQB_PXBN0,4.3,9.4,person turn off the light.,Different Scene,119.17
X9R37_NKTWF_AYMCZ_5IOQB_PXBN0,13.88,20.28,a person walks into the living room holding a bag.,Different Scene,119.17
X9R37_NKTWF_AYMCZ_5IOQB_PXBN0,13.88,20.28,person they put the bag on a chair.,Different Scene,119.17
X9R37_NKTWF_AYMCZ_5IOQB_PXBN0,13.88,20.28,this person walks in holding a bag.,Different Scene,119.17
X9R37_NKTWF_AYMCZ_5IOQB_PXBN0,36.86,45.96,a person is putting a pillow into a washer.,Different Scene,119.17
X9R37_NKTWF_AYMCZ_5IOQB_PXBN0,50.26,62.46,person working on the laptop.,Different Scene,119.17
X9R37_NKTWF_AYMCZ_5IOQB_PXBN0,51.16,57.66,person opening a laptop.,Different Scene,119.17
X9R37_NKTWF_AYMCZ_5IOQB_PXBN0,51.16,57.66,person finally opening a laptop in a laundry room.,Different Scene,119.17
X9R37_NKTWF_AYMCZ_5IOQB_PXBN0,79.72,87.42,person they drink a glass of water.,Different Scene,119.17
X9R37_NKTWF_AYMCZ_5IOQB_PXBN0,79.72,87.42,the person takes a drink from a glass of water.,Different Scene,119.17
X9R37_NKTWF_AYMCZ_5IOQB_PXBN0,70.92,81.92,person laughing they take a drink of water.,Different Scene,119.17
X9R37_NKTWF_AYMCZ_5IOQB_PXBN0,114.94,120.34,a person is eating.,Different Scene,119.17
X9R37_NKTWF_AYMCZ_5IOQB_PXBN0,114.94,120.34,person they start to eat the snack.,Different Scene,119.17
O7NI6,0.0,4.3,a person opens a door.,UnMerged,22.58
1HGEX,16.0,31.0,person starts looking at the book.,UnMerged,29.96
1HGEX,16.8,24.4,a person opens a book from the cabinet.,UnMerged,29.96
NT2HT,4.2,12.5,person opens the book.,UnMerged,29.96
NT2HT,21.9,26.0,person put the book on the boxes.,UnMerged,29.96
NT2HT,21.6,26.5,person puts it back on the table.,UnMerged,29.96
DV31C_GLOMM_43FG9,20.1,29.1,person takes the glass off the table.,Different Scene,74.63
DV31C_GLOMM_43FG9,47.42,51.42,person opens the closet.,Different Scene,74.63
DV31C_GLOMM_43FG9,61.83,67.33,person putting clothes on a chair.,Different Scene,74.63
IV1U5,1.3,6.5,the person closes the door to the room.,UnMerged,39.0
IV1U5,1.3,6.5,person closing the door.,UnMerged,39.0
IV1U5,34.2,40.0,person holds a camera to take a picture.,UnMerged,39.0
YUOVC_KZW3K_WK5PL_48IQL_YX3W8,5.8,18.8,person gets dressed.,Different Scene,145.79
YUOVC_KZW3K_WK5PL_48IQL_YX3W8,5.8,18.8,person is frantically dressing.,Different Scene,145.79
YUOVC_KZW3K_WK5PL_48IQL_YX3W8,1.9,7.7,person takes some clothes off the floor.,Different Scene,145.79
YUOVC_KZW3K_WK5PL_48IQL_YX3W8,5.8,18.8,person redress in another item.,Different Scene,145.79
YUOVC_KZW3K_WK5PL_48IQL_YX3W8,5.8,18.8,person they undress.,Different Scene,145.79
YUOVC_KZW3K_WK5PL_48IQL_YX3W8,47.45,53.15,the person puts the picture down.,Different Scene,145.79
YUOVC_KZW3K_WK5PL_48IQL_YX3W8,68.57,74.57,a person is closing a closet door.,Different Scene,145.79
YUOVC_KZW3K_WK5PL_48IQL_YX3W8,68.57,74.57,person closing the door.,Different Scene,145.79
YUOVC_KZW3K_WK5PL_48IQL_YX3W8,91.35,98.15,a person is smiling.,Different Scene,145.79
YUOVC_KZW3K_WK5PL_48IQL_YX3W8,100.75,107.45,person they take a cup of coffee from the shelf.,Different Scene,145.79
YUOVC_KZW3K_WK5PL_48IQL_YX3W8,109.25,114.85,the person walks to a chair to sit.,Different Scene,145.79
YUOVC_KZW3K_WK5PL_48IQL_YX3W8,120.81,125.31,a person is throwing clothes on a chair.,Different Scene,145.79
5657O_JQG43_B2NAS_UYJVE_DLQIT,0.0,13.4,a person is undressing.,Different Scene,170.66
5657O_JQG43_B2NAS_UYJVE_DLQIT,20.9,32.0,person take a picture of them self.,Different Scene,170.66
5657O_JQG43_B2NAS_UYJVE_DLQIT,10.2,18.2,person takes off their shoes.,Different Scene,170.66
5657O_JQG43_B2NAS_UYJVE_DLQIT,36.66,49.16,person opens laptop.,Different Scene,170.66
5657O_JQG43_B2NAS_UYJVE_DLQIT,36.66,49.16,the person is opening the laptop.,Different Scene,170.66
5657O_JQG43_B2NAS_UYJVE_DLQIT,70.55,83.75,person have a bite to eat.,Different Scene,170.66
5657O_JQG43_B2NAS_UYJVE_DLQIT,79.75,90.85,person they are tidying the table.,Different Scene,170.66
5657O_JQG43_B2NAS_UYJVE_DLQIT,70.35,82.65,a person is eating a sandwich in the man cave.,Different Scene,170.66
5657O_JQG43_B2NAS_UYJVE_DLQIT,102.89,109.99,person begins sneezing.,Different Scene,170.66
5657O_JQG43_B2NAS_UYJVE_DLQIT,158.01,167.91,person briefly looked at a book.,Different Scene,170.66
5657O_JQG43_B2NAS_UYJVE_DLQIT,139.41,145.31,person sits on a chair.,Different Scene,170.66
5657O_JQG43_B2NAS_UYJVE_DLQIT,144.81,150.71,person poured water into a glass took a drink.,Different Scene,170.66
5657O_JQG43_B2NAS_UYJVE_DLQIT,144.81,150.71,person they start pouring themselves a glass of water.,Different Scene,170.66
O1ILB_FPXL7_P8ZU6,12.4,18.0,person runs out.,Different Scene,89.37
O1ILB_FPXL7_P8ZU6,12.4,18.0,a person runs into the garage.,Different Scene,89.37
O1ILB_FPXL7_P8ZU6,12.4,18.0,a person comes running into the garage.,Different Scene,89.37
O1ILB_FPXL7_P8ZU6,12.4,18.0,person runs back out.,Different Scene,89.37
O1ILB_FPXL7_P8ZU6,30.54,35.04,a person puts a book on a shelf.,Different Scene,89.37
O1ILB_FPXL7_P8ZU6,69.34,77.44,person takes off their shoes.,Different Scene,89.37
4C4LC_OEIRN_YJQO3,27.3,32.0,person also turning off the light.,Different Scene,103.92
4C4LC_OEIRN_YJQO3,33.8,49.5,person eats a sandwich.,Different Scene,103.92
4C4LC_OEIRN_YJQO3,50.8,68.2,person take some medicine.,Different Scene,103.92
4C4LC_OEIRN_YJQO3,50.8,68.2,person they take the medicine.,Different Scene,103.92
4C4LC_OEIRN_YJQO3,57.1,61.5,person takes some with a glass of water.,Different Scene,103.92
4C4LC_OEIRN_YJQO3,33.8,49.5,a person sits on a sofa eating a sandwich.,Different Scene,103.92
4C4LC_OEIRN_YJQO3,50.8,68.2,the person takes medicine off a table.,Different Scene,103.92
4C4LC_OEIRN_YJQO3,94.66,104.76,person puts their phone in a box.,Different Scene,103.92
4C4LC_OEIRN_YJQO3,95.26,99.96,person takes a phone of their pocket.,Different Scene,103.92
0A8ZT_EAGYP_PDK24,26.3,34.0,person begins to play on their phone.,Different Scene,91.83
0A8ZT_EAGYP_PDK24,26.3,34.0,person they begin playing on their phone.,Different Scene,91.83
0A8ZT_EAGYP_PDK24,26.5,34.0,person takes their phone from their pocket.,Different Scene,91.83
0A8ZT_EAGYP_PDK24,47.83,52.73,the person takes a bite of some food.,Different Scene,91.83
0A8ZT_EAGYP_PDK24,47.23,52.73,person smiling as they take a bite of their sandwich.,Different Scene,91.83
0A8ZT_EAGYP_PDK24,64.71,69.31,a person turns on the light in their dining room.,Different Scene,91.83
0A8ZT_EAGYP_PDK24,80.01,89.71,person they sit in a chair.,Different Scene,91.83
0A8ZT_EAGYP_PDK24,81.61,88.51,person start sneezing.,Different Scene,91.83
0A8ZT_EAGYP_PDK24,81.61,88.51,person begins sneezing.,Different Scene,91.83
0A8ZT_EAGYP_PDK24,64.71,69.31,a person turns on the light.,Different Scene,91.83
S7PLQ_TS75H,20.6,33.0,person sits on a couch.,Different Scene,62.04
S7PLQ_TS75H,14.3,19.3,the person closes the refrigerator door.,Different Scene,62.04
S7PLQ_TS75H,47.36,51.96,person grabs a bite to eat.,Different Scene,62.04
S7PLQ_TS75H,32.86,38.06,a person is standing in a garage sneezing.,Different Scene,62.04
S7PLQ_TS75H,47.36,51.96,person they eat a sandwich.,Different Scene,62.04
S7PLQ_TS75H,31.96,45.56,a person holding medicine sneezes twice.,Different Scene,62.04
S7PLQ_TS75H,31.96,45.56,person holding a bottle of medicine sneezing they sit down.,Different Scene,62.04
6E4L5_UBUKL,10.8,24.6,person takes pictures.,Different Scene,55.08
6E4L5_UBUKL,6.4,15.8,person takes a picture of what he is eating.,Different Scene,55.08
6E4L5_UBUKL,11.8,16.8,person takes out what appears to be a phone.,Different Scene,55.08
6E4L5_UBUKL,0.0,6.5,person takes a picture of their half-eaten sandwich.,Different Scene,55.08
6E4L5_UBUKL,11.8,16.8,the person takes out a camera.,Different Scene,55.08
6E4L5_UBUKL,0.0,6.5,person eating a sandwich.,Different Scene,55.08
6E4L5_UBUKL,0.0,6.5,a person stands in a garage eating a sandwich.,Different Scene,55.08
6E4L5_UBUKL,6.4,15.8,person eating food.,Different Scene,55.08
6E4L5_UBUKL,37.1,44.5,person sits on couch.,Different Scene,55.08
6E4L5_UBUKL,37.1,44.5,person sits on a couch.,Different Scene,55.08
6E4L5_UBUKL,37.4,46.1,person they take a coffee cup off a table.,Different Scene,55.08
6E4L5_UBUKL,38.9,47.9,person put it on another table.,Different Scene,55.08
XWY6P_NHLQ1,12.8,17.8,person they put the phone down on a table.,Different Scene,63.62
XWY6P_NHLQ1,0.0,9.7,a person is opening the closet door.,Different Scene,63.62
XWY6P_NHLQ1,6.1,14.4,this person is laughing.,Different Scene,63.62
XWY6P_NHLQ1,49.8,55.5,a person is seated.,Different Scene,63.62
XWY6P_NHLQ1,46.4,52.4,person they stand up.,Different Scene,63.62
XWY6P_NHLQ1,56.6,64.5,person take a picture of themselves.,Different Scene,63.62
XWY6P_NHLQ1,56.8,64.5,person start eating a sandwich.,Different Scene,63.62
830OE_T1CQE,2.6,7.7,one person throws a pillow at a person drinking coffee.,Different Scene,67.41
830OE_T1CQE,6.3,12.0,person they both laugh.,Different Scene,67.41
830OE_T1CQE,53.19,61.69,person takes out a laptop computer.,Different Scene,67.41
830OE_T1CQE,39.79,46.69,person takes their laptop out of a bag.,Different Scene,67.41
830OE_T1CQE,53.19,61.69,person takes out a laptop.,Different Scene,67.41
830OE_T1CQE,50.69,59.19,person opens the bag.,Different Scene,67.41
94YTY_GOCDE,11.8,19.0,the person takes off clothes.,Different Scene,58.67
94YTY_GOCDE,2.2,7.0,person fixes their hair.,Different Scene,58.67
94YTY_GOCDE,5.5,19.0,person opening their front door begins undressing.,Different Scene,58.67
94YTY_GOCDE,9.5,22.3,person closing the door once again.,Different Scene,58.67
94YTY_GOCDE,9.5,22.3,person closes the door.,Different Scene,58.67
94YTY_GOCDE,17.7,30.3,person puts the clothes on a cabinet.,Different Scene,58.67
94YTY_GOCDE,1.8,7.5,the person opens the door.,Different Scene,58.67
94YTY_GOCDE,38.65,44.25,person sits on the couch.,Different Scene,58.67
94YTY_GOCDE,36.85,42.25,a person pours water into a glass.,Different Scene,58.67
FBHBP_EAWW4,1.9,7.3,person sits on couch.,Different Scene,40.54
FBHBP_EAWW4,1.9,7.3,a person sits on the sofa.,Different Scene,40.54
FBHBP_EAWW4,9.5,14.7,person eats some food.,Different Scene,40.54
FBHBP_EAWW4,9.5,14.7,person eats the food.,Different Scene,40.54
FBHBP_EAWW4,30.02,37.42,person puts shoes on a shelf.,Different Scene,40.54
FBHBP_EAWW4,25.42,31.82,a person opens a laundry room door.,Different Scene,40.54
LGCTV_6GY1M,14.0,20.5,person they stand up.,Different Scene,64.38
LGCTV_6GY1M,17.0,33.0,person begins tidying some clothes.,Different Scene,64.38
LGCTV_6GY1M,34.42,41.62,person smiling walks to a desk.,Different Scene,64.38
3Z7KH,29.5,32.0,a person is sitting on a floor.,UnMerged,31.46
3Z7KH,12.5,20.4,person sneezing on a book.,UnMerged,31.46
J867Z_55687,13.3,20.0,person throws a book down.,Different Scene,55.5
J867Z_55687,13.3,20.0,person they throw down the book they were also holding.,Different Scene,55.5
J867Z_55687,52.33,56.83,person walk out through the doorway.,Different Scene,55.5
J867Z_55687,24.83,35.63,a person stands in the entryway looking at a picture.,Different Scene,55.5
J867Z_55687,48.83,56.83,this person opens the doorknob to leave.,Different Scene,55.5
J867Z_55687,48.83,56.83,person open the door.,Different Scene,55.5
HL5OP,14.6,20.4,a person is laughing.,UnMerged,36.46
HL5OP,14.4,21.7,person throwing food in the trash bin.,UnMerged,36.46
K6DF2,4.2,10.4,person putting it on a table.,UnMerged,31.12
K6DF2,12.2,24.3,person drinking from the glass of water.,UnMerged,31.12
K6DF2,4.2,10.4,a person is seen putting their water on a table.,UnMerged,31.12
K6DF2,0.0,10.3,a person is holding a glass of water.,UnMerged,31.12
K6DF2,21.4,27.5,person turn on a light.,UnMerged,31.12
K6DF2,21.4,27.5,person turns on a light.,UnMerged,31.12
OEE36,32.3,40.2,the person puts the box on the floor.,UnMerged,40.17
OEE36,21.1,29.1,a person is putting towels.,UnMerged,40.17
PP5KJ,5.0,16.0,person takes a vacuum out of a box.,UnMerged,27.96
61XR6,23.2,32.3,person turns on a light.,UnMerged,33.62
EJIKG,10.8,16.9,person takes a book from a box.,UnMerged,27.25
88TCK_EJL2F_3LM6H_DSGVL_2K5GR,24.7,32.0,person eat it.,Different Scene,150.58
88TCK_EJL2F_3LM6H_DSGVL_2K5GR,24.7,32.0,person starts eating something that is sitting on it.,Different Scene,150.58
88TCK_EJL2F_3LM6H_DSGVL_2K5GR,31.33,37.13,a person opens a door.,Different Scene,150.58
88TCK_EJL2F_3LM6H_DSGVL_2K5GR,34.53,39.73,person turns the light on.,Different Scene,150.58
88TCK_EJL2F_3LM6H_DSGVL_2K5GR,31.33,37.13,person opens the door.,Different Scene,150.58
88TCK_EJL2F_3LM6H_DSGVL_2K5GR,34.53,39.73,person turns on the light in the recreation room.,Different Scene,150.58
88TCK_EJL2F_3LM6H_DSGVL_2K5GR,34.53,39.73,person turns on a light.,Different Scene,150.58
88TCK_EJL2F_3LM6H_DSGVL_2K5GR,73.51,84.71,person holding a broom.,Different Scene,150.58
88TCK_EJL2F_3LM6H_DSGVL_2K5GR,73.51,84.71,a person is holding a broom.,Different Scene,150.58
88TCK_EJL2F_3LM6H_DSGVL_2K5GR,65.51,75.41,a person in the garage begins undressing.,Different Scene,150.58
88TCK_EJL2F_3LM6H_DSGVL_2K5GR,105.47,112.37,person sits down on a chair.,Different Scene,150.58
88TCK_EJL2F_3LM6H_DSGVL_2K5GR,100.47,107.67,person puts the laptop on the desk.,Different Scene,150.58
88TCK_EJL2F_3LM6H_DSGVL_2K5GR,137.37,147.07,person they take a drink from a glass.,Different Scene,150.58
E4C1C_1WI77_6MUM6,20.6,25.3,person eating a sandwich.,Different Scene,88.01
E4C1C_1WI77_6MUM6,30.28,39.18,person opens a door.,Different Scene,88.01
E4C1C_1WI77_6MUM6,30.28,39.18,the person opens a door.,Different Scene,88.01
E4C1C_1WI77_6MUM6,63.8,70.3,the person pours some coffee into the cup.,Different Scene,88.01
LEG82_QDOXA_XTC0F,10.3,18.3,person eats a sandwich.,Different Scene,89.08
LEG82_QDOXA_XTC0F,11.0,18.6,person eat it.,Different Scene,89.08
LEG82_QDOXA_XTC0F,11.0,18.6,person eat again.,Different Scene,89.08
LEG82_QDOXA_XTC0F,14.2,20.7,person they put the sandwich down.,Different Scene,89.08
LEG82_QDOXA_XTC0F,52.73,59.53,person starts sneezing.,Different Scene,89.08
LEG82_QDOXA_XTC0F,37.63,45.43,a person is undressing in a garage.,Different Scene,89.08
LEG82_QDOXA_XTC0F,66.73,75.33,person opens up plastic bag.,Different Scene,89.08
LEG82_QDOXA_XTC0F,59.33,69.23,the person opens the pantry door.,Different Scene,89.08
LEG82_QDOXA_XTC0F,66.73,75.33,person opens a bag.,Different Scene,89.08
LEG82_QDOXA_XTC0F,59.33,69.23,person opens door.,Different Scene,89.08
LEG82_QDOXA_XTC0F,71.83,85.33,a person walks into a room holding a towel.,Different Scene,89.08
I1CS8_MPX3X_ACAK4,23.1,31.0,person looks out a window.,Different Scene,89.67
I1CS8_MPX3X_ACAK4,21.3,27.5,person stand up.,Different Scene,89.67
I1CS8_MPX3X_ACAK4,23.1,31.0,the person looks out the window.,Different Scene,89.67
I1CS8_MPX3X_ACAK4,23.1,31.0,person look out the window.,Different Scene,89.67
I1CS8_MPX3X_ACAK4,29.92,44.62,a person is eating a sandwich.,Different Scene,89.67
I1CS8_MPX3X_ACAK4,40.92,54.52,person pouring a glass of beer.,Different Scene,89.67
I1CS8_MPX3X_ACAK4,29.92,44.62,the person is eating some food.,Different Scene,89.67
I1CS8_MPX3X_ACAK4,54.92,60.92,person finally turning off a light in a garage.,Different Scene,89.67
I1CS8_MPX3X_ACAK4,29.92,44.62,a person is eating food.,Different Scene,89.67
I1CS8_MPX3X_ACAK4,40.92,54.52,person pours some drink in a glass.,Different Scene,89.67
I1CS8_MPX3X_ACAK4,78.7,84.6,person begin sneezing.,Different Scene,89.67
I1CS8_MPX3X_ACAK4,73.6,82.1,the person takes a towel from a chair.,Different Scene,89.67
I1CS8_MPX3X_ACAK4,60.0,73.2,a person sits at a table working on their laptop.,Different Scene,89.67
4ZWLA,16.6,23.2,another person is sneezing on a vacuum.,UnMerged,29.17
K71S1_LVTRJ_OWAA9_9D2T4_EPKTX,0.0,5.6,a person is opening a box.,Different Scene,156.29
K71S1_LVTRJ_OWAA9_9D2T4_EPKTX,5.0,18.3,person putting clothes into it.,Different Scene,156.29
K71S1_LVTRJ_OWAA9_9D2T4_EPKTX,63.63,72.23,person takes a drink out of the cup.,Different Scene,156.29
